frame,tracker_id,vehicle_class,speed,acceleration,distance_to_nearest,direction_change,avg_traffic_speed,relative_speed
53,1,car,61,-1.0,67.39,7.16,52.41,8.59
54,1,car,60,-1.0,67.15,8.36,49.63,10.37
55,1,car,60,0.0,66.12,9.36,49.63,10.37
56,1,car,60,0.0,65.64,16.83,50.44,9.56
57,1,car,59,-1.0,64.91,12.47,49.95,9.05
58,1,car,59,0.0,64.7,4.37,49.11,9.89
59,1,car,58,-1.0,64.57,8.95,49.67,8.33
60,1,car,58,0.0,63.66,10.6,48.95,9.05
61,1,car,58,0.0,63.51,16.86,46.33,11.67
62,1,car,56,-2.0,63.45,24.6,45.78,10.22
63,1,car,58,2.0,62.75,0.25,45.33,12.67
64,1,car,56,-2.0,62.86,24.7,44.58,11.42
65,1,car,56,0.0,62.59,8.72,44.95,11.05
66,1,car,56,0.0,62.26,1.18,43.89,12.11
67,1,car,57,1.0,62.1,10.48,44.84,12.16
68,1,car,56,-1.0,61.69,7.43,44.63,11.37
69,1,car,54,-2.0,61.19,8.77,44.84,9.16
70,1,car,54,0.0,60.32,15.2,44.42,9.58
71,1,car,54,0.0,60.13,29.51,44.53,9.47
72,1,car,53,-1.0,59.26,43.14,44.05,8.95
73,1,car,52,-1.0,59.35,40.79,43.53,8.47
74,1,car,52,0.0,58.62,30.79,43.95,8.05
75,1,car,53,1.0,58.75,41.17,41.2,11.8
76,1,car,53,0.0,57.76,30.28,43.37,9.63
77,1,car,51,-2.0,57.29,12.34,44.81,6.19
78,1,car,52,1.0,56.51,8.35,44.9,7.1
79,1,car,51,-1.0,56.74,15.13,44.67,6.33
80,1,car,50,-1.0,57.04,14.83,44.19,5.81
81,1,car,52,2.0,57.39,14.95,44.19,7.81
82,1,car,50,-2.0,56.36,8.55,43.71,6.29
83,1,car,51,1.0,56.2,15.84,43.81,7.19
84,1,car,50,-1.0,55.66,18.19,43.95,6.05
85,1,car,48,-2.0,55.6,3.0,43.71,4.29
86,1,car,48,0.0,55.41,6.34,43.67,4.33
87,1,car,47,-1.0,55.26,6.28,44.14,2.86
88,1,car,50,3.0,54.83,4.26,43.5,6.5
89,1,car,48,-2.0,53.54,21.72,43.23,4.77
90,1,car,49,1.0,53.51,14.07,43.73,5.27
91,1,car,48,-1.0,53.64,8.82,42.95,5.05
92,1,car,47,-1.0,53.69,17.69,42.73,4.27
93,1,car,46,-1.0,53.28,33.87,37.23,8.77
94,1,car,45,-1.0,53.08,0.95,36.64,8.36
95,1,car,46,1.0,52.57,8.47,36.04,9.96
96,1,car,47,1.0,52.62,15.14,36.86,10.14
97,1,car,45,-2.0,52.06,17.11,39.85,5.15
98,1,car,44,-1.0,51.84,15.88,38.19,5.81
99,1,car,46,2.0,51.04,18.55,37.95,8.05
100,1,car,44,-2.0,50.89,32.34,37.62,6.38
101,1,car,44,0.0,50.61,9.26,35.86,8.14
102,1,car,44,0.0,49.8,28.86,35.77,8.23
103,1,car,45,1.0,50.19,16.99,37.48,7.52
104,1,car,46,1.0,50.18,9.75,37.67,8.33
105,1,car,45,-1.0,49.99,10.71,42.8,2.2
106,1,car,44,-1.0,49.84,16.09,41.05,2.95
107,1,car,44,0.0,49.38,19.07,41.24,2.76
108,1,car,44,0.0,49.02,16.35,41.24,2.76
109,1,car,45,1.0,49.32,32.84,43.63,1.37
110,1,car,44,-1.0,47.79,11.66,43.05,0.95
113,1,car,46,1.0,45.21,28.04,48.22,-2.22
114,1,car,45,-1.0,44.92,75.44,44.65,0.35
115,1,car,43,-2.0,44.12,61.94,44.7,-1.7
116,1,car,43,0.0,43.21,24.22,44.9,-1.9
117,1,car,45,2.0,45.72,40.57,46.83,-1.83
123,1,car,44,0.0,40.03,81.45,46.16,-2.16
124,1,car,43,-1.0,39.95,48.34,46.78,-3.78
125,1,car,43,0.0,39.87,34.26,45.32,-2.32
126,1,car,45,2.0,39.77,17.96,43.58,1.42
127,1,car,45,0.0,38.79,73.65,44.4,0.6
128,1,car,45,0.0,37.61,88.7,44.3,0.7
129,1,car,44,-1.0,38.07,20.53,42.86,1.14
130,1,car,43,-1.0,36.45,42.02,41.23,1.77
131,1,car,42,-1.0,36.04,2.73,43.18,-1.18
132,1,car,39,-3.0,35.83,17.88,42.14,-3.14
133,1,car,41,2.0,36.68,8.53,42.04,-1.04
134,1,car,42,1.0,36.64,54.25,41.95,0.05
135,1,car,41,-1.0,36.41,71.04,42.05,-1.05
136,1,car,38,-3.0,35.74,7.6,41.95,-3.95
137,1,car,35,-3.0,34.69,62.37,42.62,-7.62
138,1,car,35,0.0,34.27,39.03,42.67,-7.67
139,1,car,35,0.0,34.09,47.87,42.62,-7.62
140,1,car,36,1.0,33.56,13.5,42.67,-6.67
141,1,car,33,-3.0,33.06,67.03,42.52,-9.52
142,1,car,32,-1.0,32.51,0.97,42.86,-10.86
143,1,car,34,2.0,32.66,38.67,43.86,-9.86
144,1,car,34,0.0,32.25,62.49,44.64,-10.64
145,1,car,32,-2.0,31.5,50.19,47.96,-15.96
146,1,car,31,-1.0,31.13,147.46,47.88,-16.88
147,1,car,33,2.0,31.4,66.88,47.75,-14.75
148,1,car,32,-1.0,31.08,9.85,47.83,-15.83
149,1,car,35,3.0,31.67,17.3,47.96,-12.96
150,1,car,33,-2.0,31.07,32.44,48.38,-15.38
151,1,car,30,-3.0,30.61,86.68,47.79,-17.79
152,1,car,31,1.0,30.91,15.74,47.79,-16.79
153,1,car,31,0.0,30.16,1.15,47.6,-16.6
154,1,car,30,-1.0,29.34,98.48,46.81,-16.81
155,1,car,28,-2.0,29.06,3.99,45.96,-17.96
156,1,car,31,3.0,29.77,93.38,45.81,-14.81
157,1,car,29,-2.0,29.48,31.85,45.31,-16.31
158,1,car,28,-1.0,27.83,66.18,42.36,-14.36
159,1,car,29,1.0,27.11,77.36,43.17,-14.17
160,1,car,31,2.0,27.92,17.35,50.92,-19.92
161,1,car,32,1.0,28.05,2.52,48.81,-16.81
162,1,car,32,0.0,27.98,4.41,50.0,-18.0
163,1,car,30,-2.0,28.06,43.47,49.11,-19.11
164,1,car,30,0.0,27.32,46.11,49.63,-19.63
165,1,car,32,2.0,27.23,15.77,49.59,-17.59
166,1,car,31,-1.0,26.86,5.9,49.04,-18.04
167,1,car,29,-2.0,26.91,52.11,49.19,-20.19
168,1,car,28,-1.0,25.96,62.55,49.0,-21.0
169,1,car,30,2.0,26.47,101.8,48.07,-18.07
170,1,car,31,1.0,25.19,3.45,48.41,-17.41
171,1,car,30,-1.0,25.5,22.96,48.73,-18.73
172,1,car,28,-2.0,25.47,15.21,48.08,-20.08
173,1,car,25,-3.0,26.18,30.62,49.2,-24.2
174,1,car,29,4.0,25.6,5.36,49.5,-20.5
175,1,car,31,2.0,25.75,11.42,50.12,-19.12
176,1,car,28,-3.0,25.31,52.97,50.36,-22.36
177,1,car,26,-2.0,25.2,26.19,50.16,-24.16
178,1,car,28,2.0,24.87,50.56,52.39,-24.39
179,1,car,30,2.0,24.28,35.91,53.13,-23.13
180,1,car,29,-1.0,24.1,6.35,50.71,-21.71
181,1,car,28,-1.0,23.18,127.39,46.26,-18.26
182,1,car,28,0.0,23.67,127.79,45.43,-17.43
183,1,car,28,0.0,23.16,12.86,47.91,-19.91
184,1,car,25,-3.0,21.71,153.44,46.22,-21.22
185,1,car,23,-2.0,21.43,140.78,48.41,-25.41
186,1,car,27,4.0,22.25,43.5,45.85,-18.85
187,1,car,30,3.0,21.93,83.73,45.55,-15.55
188,1,car,29,-1.0,22.36,42.48,46.79,-17.79
189,1,car,26,-3.0,21.75,68.47,46.11,-20.11
190,1,car,27,1.0,20.83,8.43,44.25,-17.25
191,1,car,29,2.0,19.33,23.79,46.53,-17.53
192,1,car,32,3.0,20.09,84.36,49.79,-17.79
193,1,car,31,-1.0,20.83,54.96,48.74,-17.74
194,1,car,30,-1.0,20.8,34.98,53.19,-23.19
195,1,car,29,-1.0,19.77,128.72,53.23,-24.23
196,1,car,29,0.0,19.05,9.05,53.14,-24.14
197,1,car,28,-1.0,19.69,52.66,49.65,-21.65
198,1,car,24,-4.0,19.13,95.66,48.87,-24.87
199,1,car,21,-3.0,18.47,163.53,48.04,-27.04
200,1,car,22,1.0,18.97,6.07,50.05,-28.05
201,1,car,24,2.0,18.6,147.29,50.14,-26.14
202,1,car,24,0.0,18.31,111.26,49.23,-25.23
203,1,car,25,1.0,18.81,22.81,47.5,-22.5
204,1,car,24,-1.0,18.94,6.4,48.36,-24.36
205,1,car,25,1.0,19.67,12.92,46.65,-21.65
206,1,car,22,-3.0,18.53,167.93,49.45,-27.45
207,1,car,24,2.0,18.23,86.05,49.68,-25.68
208,1,car,26,2.0,19.11,109.27,45.83,-19.83
209,1,car,28,2.0,19.01,53.55,45.09,-17.09
210,1,car,24,-4.0,17.73,28.62,43.0,-19.0
211,1,car,21,-3.0,16.77,0.0,44.78,-23.78
212,1,car,21,0.0,14.27,0.0,44.0,-23.0
213,1,car,22,1.0,15.97,103.88,43.52,-21.52
214,1,car,23,1.0,16.04,53.71,46.24,-23.24
215,1,car,18,-5.0,17.6,26.86,45.64,-27.64
216,1,car,17,-1.0,17.59,28.56,45.0,-28.0
217,1,car,17,0.0,16.63,90.24,47.65,-30.65
218,1,car,16,-1.0,16.29,0.0,46.22,-30.22
219,1,car,17,1.0,16.15,0.0,46.04,-29.04
220,1,car,18,1.0,15.84,0.41,43.6,-25.6
221,1,car,17,-1.0,14.38,71.65,43.76,-26.76
222,1,car,19,2.0,13.29,29.31,42.15,-23.15
223,1,car,20,1.0,13.36,10.79,41.96,-21.96
224,1,car,24,4.0,15.9,132.8,41.35,-17.35
225,1,car,23,-1.0,16.18,170.56,40.77,-17.77
226,1,car,23,0.0,16.97,173.89,40.85,-17.85
227,1,car,21,-2.0,16.18,90.28,41.04,-20.04
228,1,car,21,0.0,16.41,58.18,40.77,-19.77
229,1,car,19,-2.0,13.61,110.33,40.38,-21.38
230,1,car,24,5.0,15.6,156.45,39.96,-15.96
231,1,car,24,0.0,18.0,8.8,38.85,-14.85
232,1,car,25,1.0,17.52,56.72,38.07,-13.07
233,1,car,24,-1.0,15.33,100.25,38.04,-14.04
235,1,car,22,-2.0,12.61,7.11,37.22,-15.22
236,1,car,22,0.0,12.27,5.99,37.48,-15.48
237,1,car,22,0.0,14.44,167.19,40.3,-18.3
238,1,car,21,-1.0,14.3,113.51,40.88,-19.88
239,1,car,19,-2.0,14.19,0.0,40.31,-21.31
240,1,car,20,1.0,13.61,0.0,41.88,-21.88
241,1,car,19,-1.0,13.65,47.54,44.0,-25.0
242,1,car,20,1.0,13.52,49.75,42.33,-22.33
243,1,car,19,-1.0,13.14,57.11,37.12,-18.12
244,1,car,15,-4.0,12.18,52.69,37.85,-22.85
245,1,car,14,-1.0,12.06,167.18,36.3,-22.3
246,1,car,17,3.0,9.59,20.65,36.65,-19.65
247,1,car,14,-3.0,8.42,154.34,36.81,-22.81
17,2,car,57,-1.0,95.4,16.19,48.29,8.71
18,2,car,57,0.0,94.06,0.51,47.76,9.24
19,2,car,57,0.0,91.86,19.37,47.9,9.1
20,2,car,56,-1.0,91.64,27.12,47.62,8.38
21,2,car,56,0.0,91.02,3.18,47.57,8.43
22,2,car,57,1.0,89.36,23.59,46.6,10.4
23,2,car,57,0.0,87.98,4.84,50.27,6.73
24,2,car,56,-1.0,86.24,2.0,51.52,4.48
25,2,car,56,0.0,85.41,5.71,53.24,2.76
26,2,car,54,-2.0,84.66,10.57,51.48,2.52
27,2,car,54,0.0,83.25,12.33,55.14,-1.14
28,2,car,54,0.0,82.67,21.81,53.27,0.73
29,2,car,54,0.0,82.13,8.37,53.05,0.95
30,2,car,54,0.0,81.37,3.33,53.5,0.5
31,2,car,54,0.0,80.39,4.95,53.7,0.3
32,2,car,52,-2.0,79.86,3.02,53.95,-1.95
33,2,car,53,1.0,79.09,8.13,56.47,-3.47
34,2,car,52,-1.0,76.8,25.01,56.79,-4.79
35,2,car,50,-2.0,76.14,14.14,58.21,-8.21
36,2,car,51,1.0,76.18,14.08,54.68,-3.68
37,2,car,50,-1.0,76.08,14.99,51.65,-1.65
38,2,car,50,0.0,74.93,18.2,51.7,-1.7
39,2,car,48,-2.0,75.15,12.05,50.95,-2.95
40,2,car,47,-1.0,74.39,3.75,50.0,-3.0
41,2,car,47,0.0,73.22,18.55,48.0,-1.0
42,2,car,47,0.0,72.33,23.95,47.95,-0.95
43,2,car,47,0.0,72.48,5.41,49.05,-2.05
44,2,car,47,0.0,70.84,37.26,49.94,-2.94
45,2,car,47,0.0,70.94,45.37,50.94,-3.94
46,2,car,46,-1.0,70.2,21.08,53.28,-7.28
47,2,car,45,-1.0,69.82,12.08,50.21,-5.21
48,2,car,46,1.0,69.97,14.04,50.0,-4.0
49,2,car,45,-1.0,69.75,4.03,49.95,-4.95
50,2,car,46,1.0,69.2,11.81,51.67,-5.67
51,2,car,46,0.0,68.32,20.39,54.71,-8.71
52,2,car,44,-2.0,66.86,15.08,51.39,-7.39
53,2,car,43,-1.0,67.39,51.12,52.41,-9.41
54,2,car,44,1.0,67.15,20.29,49.63,-5.63
55,2,car,44,0.0,66.12,17.21,49.63,-5.63
56,2,car,43,-1.0,65.64,3.8,50.44,-7.44
57,2,car,42,-1.0,64.91,7.22,49.95,-7.95
58,2,car,42,0.0,64.7,11.17,49.11,-7.11
59,2,car,41,-1.0,64.57,7.99,49.67,-8.67
60,2,car,41,0.0,63.66,10.21,48.95,-7.95
61,2,car,42,1.0,63.51,8.08,46.33,-4.33
62,2,car,42,0.0,63.45,33.99,45.78,-3.78
63,2,car,43,1.0,62.75,23.74,45.33,-2.33
64,2,car,42,-1.0,62.86,8.64,44.58,-2.58
65,2,car,43,1.0,62.59,4.22,44.95,-1.95
66,2,car,41,-2.0,62.26,2.0,43.89,-2.89
67,2,car,41,0.0,62.1,18.42,44.84,-3.84
68,2,car,41,0.0,61.69,2.64,44.63,-3.63
69,2,car,41,0.0,61.19,9.21,44.84,-3.84
70,2,car,40,-1.0,60.32,9.61,44.42,-4.42
71,2,car,40,0.0,60.13,1.67,44.53,-4.53
72,2,car,39,-1.0,59.26,18.77,44.05,-5.05
73,2,car,39,0.0,59.35,8.0,43.53,-4.53
74,2,car,39,0.0,58.62,6.18,43.95,-4.95
75,2,car,39,0.0,58.75,4.65,41.2,-2.2
76,2,car,38,-1.0,57.76,17.35,43.37,-5.37
77,2,car,38,0.0,57.29,26.48,44.81,-6.81
78,2,car,36,-2.0,56.51,11.06,44.9,-8.9
79,2,car,36,0.0,56.74,22.81,44.67,-8.67
80,2,car,36,0.0,57.04,7.75,44.19,-8.19
81,2,car,36,0.0,57.39,18.27,44.19,-8.19
82,2,car,37,1.0,56.36,46.8,43.71,-6.71
83,2,car,37,0.0,56.2,3.11,43.81,-6.81
84,2,car,36,-1.0,55.66,17.52,43.95,-7.95
85,2,car,37,1.0,55.6,23.46,43.71,-6.71
86,2,car,36,-1.0,55.41,30.0,43.67,-7.67
87,2,car,35,-1.0,55.26,3.37,44.14,-9.14
88,2,car,34,-1.0,54.83,5.73,43.5,-9.5
89,2,car,34,0.0,53.54,4.4,43.23,-9.23
90,2,car,34,0.0,53.51,32.05,43.73,-9.73
91,2,car,34,0.0,53.64,16.5,42.95,-8.95
92,2,car,35,1.0,53.69,20.26,42.73,-7.73
93,2,car,35,0.0,53.28,1.19,37.23,-2.23
94,2,car,34,-1.0,53.08,4.13,36.64,-2.64
95,2,car,34,0.0,52.57,27.74,36.04,-2.04
96,2,car,34,0.0,52.62,17.38,36.86,-2.86
97,2,car,35,1.0,52.06,2.3,39.85,-4.85
98,2,car,34,-1.0,51.84,14.17,38.19,-4.19
99,2,car,34,0.0,51.04,6.02,37.95,-3.95
100,2,car,34,0.0,50.89,3.05,37.62,-3.62
101,2,car,34,0.0,50.61,6.79,35.86,-1.86
102,2,car,34,0.0,49.8,10.81,35.77,-1.77
103,2,car,35,1.0,50.19,39.77,37.48,-2.48
104,2,car,37,2.0,50.18,5.75,37.67,-0.67
105,2,car,37,0.0,49.99,2.2,42.8,-5.8
106,2,car,36,-1.0,49.84,5.82,41.05,-5.05
107,2,car,38,2.0,49.38,1.55,41.24,-3.24
108,2,car,38,0.0,49.02,10.99,41.24,-3.24
109,2,car,37,-1.0,49.61,12.31,43.63,-6.63
110,2,car,37,0.0,49.01,39.81,43.05,-6.05
111,2,car,36,-1.0,47.99,13.12,46.5,-10.5
112,2,car,37,1.0,53.22,49.06,45.28,-8.28
113,2,car,37,0.0,47.24,36.22,48.22,-11.22
114,2,car,37,0.0,47.56,11.51,44.65,-7.65
115,2,car,36,-1.0,47.31,17.13,44.7,-8.7
116,2,car,35,-1.0,46.71,32.92,44.9,-9.9
117,2,car,36,1.0,45.72,38.58,46.83,-10.83
118,2,car,35,-1.0,45.74,30.93,47.94,-12.94
119,2,car,36,1.0,45.41,33.26,45.35,-9.35
120,2,car,35,-1.0,45.58,5.12,43.24,-8.24
121,2,car,32,-3.0,44.66,70.04,45.0,-13.0
122,2,car,32,0.0,44.48,41.4,43.5,-11.5
123,2,car,34,2.0,43.71,31.06,46.16,-12.16
124,2,car,35,1.0,43.36,13.97,46.78,-11.78
125,2,car,34,-1.0,43.19,26.1,45.32,-11.32
126,2,car,33,-1.0,42.49,3.34,43.58,-10.58
127,2,car,30,-3.0,40.84,26.56,44.4,-14.4
128,2,car,28,-2.0,41.26,96.71,44.3,-16.3
129,2,car,29,1.0,42.3,2.16,42.86,-13.86
130,2,car,28,-1.0,41.92,73.17,41.23,-13.23
131,2,car,28,0.0,41.85,52.79,43.18,-15.18
132,2,car,27,-1.0,41.99,0.97,42.14,-15.14
133,2,car,28,1.0,42.71,11.24,42.04,-14.04
134,2,car,29,1.0,42.02,16.95,41.95,-12.95
135,2,car,30,1.0,41.34,4.79,42.05,-12.05
136,2,car,30,0.0,41.47,46.02,41.95,-11.95
137,2,car,32,2.0,41.25,26.14,42.62,-10.62
138,2,car,31,-1.0,41.1,53.34,42.67,-11.67
139,2,car,30,-1.0,41.02,21.37,42.62,-12.62
140,2,car,31,1.0,40.24,9.31,42.67,-11.67
141,2,car,29,-2.0,40.36,46.98,42.52,-13.52
142,2,car,29,0.0,39.65,57.94,42.86,-13.86
143,2,car,28,-1.0,39.79,35.12,43.86,-15.86
144,2,car,28,0.0,39.53,7.16,44.64,-16.64
145,2,car,29,1.0,38.78,31.62,47.96,-18.96
146,2,car,28,-1.0,39.12,10.43,47.88,-19.88
147,2,car,26,-2.0,38.73,10.03,47.75,-21.75
148,2,car,25,-1.0,38.15,11.33,47.83,-22.83
149,2,car,26,1.0,37.98,64.34,47.96,-21.96
150,2,car,27,1.0,37.38,73.75,48.38,-21.38
151,2,car,28,1.0,36.7,25.21,47.79,-19.79
152,2,car,27,-1.0,36.9,0.42,47.79,-20.79
153,2,car,25,-2.0,36.47,11.74,47.6,-22.6
154,2,car,26,1.0,36.63,8.14,46.81,-20.81
155,2,car,23,-3.0,35.99,33.58,45.96,-22.96
156,2,car,22,-1.0,36.33,47.52,45.81,-23.81
157,2,car,21,-1.0,35.6,6.76,45.31,-24.31
158,2,car,20,-1.0,34.34,17.46,42.36,-22.36
159,2,car,20,0.0,33.46,26.97,43.17,-23.17
160,2,car,20,0.0,33.13,10.13,50.92,-30.92
161,2,car,20,0.0,33.05,23.78,48.81,-28.81
162,2,car,20,0.0,33.3,20.75,50.0,-30.0
163,2,car,21,1.0,33.19,7.0,49.11,-28.11
164,2,car,20,-1.0,32.48,28.85,49.63,-29.63
165,2,car,20,0.0,32.57,26.93,49.59,-29.59
166,2,car,20,0.0,32.39,35.02,49.04,-29.04
167,2,car,20,0.0,32.96,30.04,49.19,-29.19
168,2,car,19,-1.0,31.97,56.98,49.0,-30.0
169,2,car,20,1.0,31.59,8.92,48.07,-28.07
170,2,car,20,0.0,30.87,57.42,48.41,-28.41
171,2,car,22,2.0,31.14,2.9,48.73,-26.73
172,2,car,23,1.0,30.91,5.01,48.08,-25.08
173,2,car,22,-1.0,31.69,18.77,49.2,-27.2
174,2,car,22,0.0,31.4,16.32,49.5,-27.5
175,2,car,22,0.0,31.84,17.44,50.12,-28.12
176,2,car,23,1.0,31.62,2.63,50.36,-27.36
177,2,car,22,-1.0,31.46,55.91,50.16,-28.16
178,2,car,23,1.0,31.73,31.84,52.39,-29.39
179,2,car,25,2.0,31.55,3.33,53.13,-28.13
180,2,car,26,1.0,31.27,20.85,50.71,-24.71
181,2,car,23,-3.0,31.1,73.07,46.26,-23.26
182,2,car,23,0.0,30.76,52.65,45.43,-22.43
183,2,car,25,2.0,31.81,100.59,47.91,-22.91
184,2,car,26,1.0,30.81,69.74,46.22,-20.22
185,2,car,26,0.0,30.41,54.47,48.41,-22.41
186,2,car,25,-1.0,30.72,19.67,45.85,-20.85
187,2,car,25,0.0,30.89,41.61,45.55,-20.55
188,2,car,25,0.0,30.83,18.34,46.79,-21.79
189,2,car,25,0.0,30.97,27.04,46.11,-21.11
190,2,car,26,1.0,31.19,12.31,44.25,-18.25
191,2,car,25,-1.0,30.18,3.9,46.53,-21.53
192,2,car,26,1.0,30.01,21.68,49.79,-23.79
193,2,car,26,0.0,30.33,1.89,48.74,-22.74
194,2,car,25,-1.0,30.54,53.53,53.19,-28.19
195,2,car,23,-2.0,30.22,45.2,53.23,-30.23
196,2,car,25,2.0,30.3,8.8,53.14,-28.14
197,2,car,26,1.0,30.79,16.22,49.65,-23.65
198,2,car,24,-2.0,30.71,13.06,48.87,-24.87
199,2,car,24,0.0,29.97,65.25,48.04,-24.04
200,2,car,24,0.0,29.61,45.91,50.05,-26.05
201,2,car,25,1.0,30.4,21.79,50.14,-25.14
202,2,car,26,1.0,29.78,36.0,49.23,-23.23
203,2,car,25,-1.0,28.96,18.74,47.5,-22.5
204,2,car,23,-2.0,28.91,25.71,48.36,-25.36
205,2,car,25,2.0,28.91,4.29,46.65,-21.65
206,2,car,24,-1.0,28.82,25.47,49.45,-25.45
207,2,car,21,-3.0,28.59,33.64,49.68,-28.68
208,2,car,20,-1.0,28.85,9.63,45.83,-25.83
209,2,car,20,0.0,28.77,23.52,45.09,-25.09
210,2,car,19,-1.0,28.33,39.06,43.0,-24.0
211,2,car,17,-2.0,28.27,0.0,44.78,-27.78
212,2,car,16,-1.0,27.12,0.0,44.0,-28.0
213,2,car,15,-1.0,26.19,21.54,43.52,-28.52
214,2,car,16,1.0,28.08,21.08,46.24,-30.24
215,2,car,19,3.0,26.59,71.63,45.64,-26.64
216,2,car,19,0.0,26.92,50.62,45.0,-26.0
217,2,car,18,-1.0,27.2,11.48,47.65,-29.65
218,2,car,17,-1.0,26.67,78.35,46.22,-29.22
219,2,car,18,1.0,26.14,100.3,46.04,-28.04
220,2,car,16,-2.0,25.07,34.35,43.6,-27.6
221,2,car,17,1.0,25.98,10.23,43.76,-26.76
222,2,car,17,0.0,26.31,37.68,42.15,-25.15
223,2,car,16,-1.0,25.83,0.0,41.96,-25.96
224,2,car,16,0.0,24.44,0.0,41.35,-25.35
225,2,car,14,-2.0,24.61,0.0,40.77,-26.77
226,2,car,13,-1.0,24.2,0.0,40.85,-27.85
227,2,car,12,-1.0,23.41,98.07,41.04,-29.04
228,2,car,12,0.0,22.62,20.39,40.77,-28.77
229,2,car,13,1.0,22.87,42.3,40.38,-27.38
230,2,car,13,0.0,23.32,22.42,39.96,-26.96
231,2,car,14,1.0,22.73,20.86,38.85,-24.85
232,2,car,14,0.0,22.59,6.24,38.07,-24.07
233,2,car,14,0.0,22.14,72.87,38.04,-24.04
234,2,car,14,0.0,22.26,33.48,39.15,-25.15
235,2,car,16,2.0,22.02,25.53,37.22,-21.22
236,2,car,18,2.0,21.35,4.44,37.48,-19.48
237,2,car,19,1.0,20.15,29.55,40.3,-21.3
238,2,car,19,0.0,20.17,99.46,40.88,-21.88
239,2,car,15,-4.0,20.58,18.64,40.31,-25.31
240,2,car,14,-1.0,20.88,0.0,41.88,-27.88
241,2,car,12,-2.0,24.39,0.0,44.0,-32.0
242,2,car,16,4.0,20.64,97.9,42.33,-26.33
243,2,car,16,0.0,20.56,27.94,37.12,-21.12
244,2,car,18,2.0,20.22,16.94,37.85,-19.85
245,2,car,14,-4.0,19.17,160.49,36.3,-22.3
246,2,car,9,-5.0,18.03,39.83,36.65,-27.65
17,4,car,82,0.0,80.14,8.41,48.29,33.71
18,4,car,82,0.0,82.42,5.07,47.76,34.24
19,4,car,83,1.0,84.82,15.8,47.9,35.1
20,4,car,83,0.0,86.02,12.32,47.62,35.38
21,4,car,83,0.0,88.29,11.91,47.57,35.43
22,4,car,84,1.0,90.82,4.93,46.6,37.4
23,4,car,82,-2.0,91.52,16.97,50.27,31.73
24,4,car,82,0.0,93.39,18.86,51.52,30.48
25,4,car,83,1.0,96.32,9.69,53.24,29.76
26,4,car,82,-1.0,98.77,1.39,51.48,30.52
27,4,car,82,0.0,101.5,7.57,55.14,26.86
28,4,car,83,1.0,104.36,1.57,53.27,29.73
29,4,car,83,0.0,106.12,9.55,53.05,29.95
30,4,car,83,0.0,109.31,3.18,53.5,29.5
31,4,car,83,0.0,111.51,7.86,53.7,29.3
32,4,car,83,0.0,113.95,22.11,53.95,29.05
33,4,car,85,2.0,116.58,19.61,56.47,28.53
34,4,car,83,-2.0,118.96,17.61,56.79,26.21
35,4,car,84,1.0,122.35,24.44,58.21,25.79
36,4,car,83,-1.0,125.74,8.66,54.68,28.32
37,4,car,81,-2.0,128.94,9.37,51.65,29.35
38,4,car,82,1.0,131.71,4.27,51.7,30.3
39,4,car,82,0.0,134.76,0.88,50.95,31.05
